Place,URL,Latitude,Longitude,Program,Number of Participants,Organizers
"Cape Town, South Africa",KATO.globa;/events,-34,18,Access Cape Town: Hack on Open platform for transport data,50,"Where Is MyTransport, KATO, Women In Tech Cape Town"
"Capua, Italy",http://itetfedericoii.wixsite.com/solemente,41,14,"Open Data Day- Tema: ""Capua città sicura?""",100,"ITET ""Federico II"""
"Caserta,Italy","https://www.facebook.com/royalteamgiordani/?fref=ts
",41.0770811,14.3482793,introduction and ASOC report of the project by the students of II A Liceo Scientifico op. scienze applicate,100,2A sa
"Caserta,Italy",https://www.facebook.com/royalteamgiordani/?fref=ts,41.0770811,14.3482793,,,
"Castelsardo, Italy",www.opencoesione.gov.it,40.9091018,8.707695007,"The fragile beauty of Castelsardo - Civic project monituring, protection works, consolidation and securing of the ""Via Zirulia"" cliff, founded by Por Fesr 2013/20",100+,"Istituto di Istruzione Superiore ""M. Paglietti"", Liceo Scientifico/Linguistico di Castelsardo - liceolubagnu@tiscali.it    "
"Castelvetrano, Italia",http://www.europadirect.it/,37.699014,12.804274,"Open Data Day - Presentazione progetto ""A Scuola Di OpenCoesione"" ",500,"Liceo Scientifico ""V. Fardella-Ximenes"" Trapani, Liceo Economico-Sociale""Pascasino"" Marsala, ISS. ""Cipolla-Pantaleo-Gentile"" Castelvetrano, ITI ""L. Da Vinci"" Trapani, IIS ""Rosina Salvo"" Trapani, IIS ""F. D'Aguirre"" Salemi, Europe Direct Trapani, USR Sicilia Ufficio XI ambito di Trapani, Polo Universitario di Trapani."
"Catelvetrano, Italy",www.europedirect.it,37.69914,12.803916,"Open Data Day (ODD17). Presentazione del progetto OpenCoesione presso il Liceo Scientifico ""M. Cipolla"" Castelvetrano",200,"Liceo Scientifico ""V. Fardella-Ximenes"" Trapani, Liceo Economico-Sociale ""Pascasino"" Marsala, IIS ""Cipolla-Pantaleo-Gentile"" Castelvetrano, ITI ""L. Da Vinci"" Trapani, IIS ""Rosina Salvo"" Trapani, IIS ""F.D'Aguirre"" Salemi, Europe Direct Trapani, USR Sicilia Ufficio XI ambito di Trapani, Polo Universitario di Trapani."
"CDMX, Mexico","www.openstreetmap.mx/tag/mapeaton/
www.i2ds.org",19.4326,99.1332,"Workshop, Dashboard design",TBD,"Repubikla, OSM and I2DS"
"Charlotte, NC USA",http://codeforcharlotte.org/opendataday,35.227087,-80.843127,Data for Advocacy,75,Code for Charlotte
"Charlottetown, PEI, Canada",http://peidevs.github.io/OpenDataBookClub/2017/02/04/Hackathon-and-Open-Data-Workshop.html,46.232202,-63.125114,Hackathon and Open Data Workshop,35,"PEIDevs, Open Data Book Club"
"Chernivtsi, Ukraine",https://www.facebook.com/events/1900552530231552/,48.2920787,25.9358367,"Open data day 2017 | Night of horror. We are going to work the whole night  on financial declarations of local officials. Two tasks are planned to be done: to ""liberate"" some pdf-decalarations to #opendata; to learn about api of e-declaration system and how to eat its json. Also we will speak about opendata situation in Chernivtsi city, we will eat some pizza and drink some juice)",~20,"OPORA, Chernivtsi"
"Chiba,Japan",https://www.facebook.com/events/254204665004013/?notif_t=plan_user_associated&notif_id=1487435162582146,35.644701,140.125649,"Hacking Party for Chiba Zoological Park
Internatinal Open Data Day 2017@Chiba-city",100,Open!Chiba
"Chicago, Illinois, USA",http://wiki.opendataday.org/Chicago2017,41.836944,-87.684722,Open Data Day Hackathon,~25,The University of Chicago - Research Computing Center
"Cleveland, Ohio USA",http://datadayscle.org/,41.50156,-81.69469,Data Days: CTRL + ALT + CLE 3-days of events; (02.03) Ctrl - institutional tools and training symposium; 03.03 Alt - Keynote Presentation by Aneesh Chopra; and 04.03 CLE - Data Unconference.,150,"Cleveland Civic Tech + Open Data Collaborative, Taylor Henschel thenschel@clevelandcitycouncil.org"
"Cologne, Germany",http://www.hackyourcity.de/koeln/,50.9303896,6.9447579,Hack your City Köln,TBD,HackyourCity
"Cori,  Italy",https://antonellamilanini.wordpress.com/2017/03/01/open-culture/,41.6436508,12.8911232,OPEN CULTURE ,25,FUTURO DIGITALE
"Curitiba, Brazil",http://www.openbrazil.org,,,Code Across Brazil 2017  OpenData Day Brazil 2017,300,Open Brazil and  Prefeitura de Curitiba and Code for Curitiba
"Dar es Salaam, Tanzania",https://twitter.com/data4sd,-6.793415,39.211572,Open Data Day-,20,Data for Sustainable Development in Tanzania
"Dar es Salaam, Tanzania",http://dlab.or.tz/,-6.793415,39.211572,Open Data Day- show casing the usefulness of data,100,dLab
"Dar es Salaam,tanzania",https://twitter.com/data4sd,-6.793415,,,,
"Dayton, Ohio",https://www.meetup.com/Code-for-Dayton/events/237417370/,39.7589,-84.1916,Slack-a-thon developing projects using open data,TBD,"Code for Dayton, Michael Bowman at bowmanmc@gmail.com"
"DeKalb, Illinois",http://niusteamworks.com/  and https://www.facebook.com/NIUSTEAMWorks/,41.56,-88.55,"Northern Illinois University, STEAM Works",Up to 50,NIU STEAM Works
"Denton, TX, USA",https://www.eventbrite.com/e/denton-open-data-day-2017-tickets-31722457725,33.214266,-97.124885,Denton Data Day 2017,70,"NT Association of Information Science & Technology Open Denton, City of Denton, UNT Libraries"
Desio (MB) Itlay,https://info.desio.org,45.623153,9.208326,"#opendesio #ODD17 - 4 marzo 2017: rilascio dataset terreni e immobili di proprietà comunale e lancio percorso formativo ""civic hacking"" per avvio mappathon diffusa ""Curare Desio"" ",up to 20,Municipality of Desio (Marieva Favoino partecipazione@comune.desio.mb.it )
"Diputación de Cádiz, Spain",https://datosabiertos.dipucadiz.es/dia-de-los-datos-abiertos/,36.530994,-6.288112,Concurso de Ideas ,50,"EPICSA, Diputación de Cádiz"
Dotemachi Community Park,http://www.pref.aomori.lg.jp/sangyo/energy/iodd2017aomori.html,40.602547,140.472253,ideathon for health and open data,TBD,"Hirosaki City Government, Aomori Prefectural Government, Aomori Regional Data Utilization Consortium, Aomori Software Academy Inc., Maruman Computer Service Inc."
"Durban, South Africa",https://www.facebook.com/events/1235927959807226/,-29.819935,31.02806,Open Data Day 2017: Build a Weather Station,20,Open Data Durban & the MakerSpace
"Düsseldorf, Germany",https://www.meetup.com/de-DE/OK-Lab-Dusseldorf/events/237376006/,51.227741,6.773456,Code for Germany Open Data Day Event,TBD,OK Lab Düsseldorf
"Edmonton, Alberta, Canada",https://www.epl.ca/browse_program/open-data-day/,53.5470543,-113.5066303,Open Data Day 2017 Hackathon Event,TBD,"Edmonton Public Library, MacEwan University, City of Edmonton"
"Eindhoven,  The Netherlands",http://digitalreality.nl/,11.7445,40.805,Hacking for happiness - deploying data to Augmented Reality,50,"City of Eindhoven, Initiate, HyperSpace, MAD"
"Erfurt, Germany",http://de.opendataday.org/erfurt/,50.984768,11.02988,Code for Germany Open Data Day Event,TBD,OK Lab
Ethiopia,TBD,8.9112,38.6268,"Tracking public money, open spending",35,INk Ethiopia(Newly founded NGO working in sebeta town)
"Firenze, Italy",https://www.eventbrite.com/e/firenze-open-data-day-2017-tickets-32181309162,43.78326,11.21902,Florence Open Data day #FOOD17,100,"Regione Toscana, Comune di Firenze, Città metropolitana,Università di Firenze, CISPEL"
"Fisciano, Italy",https://www.eventbrite.com/e/opendataday-unisa-2017-tickets-32374929285,40.770906,14.79776,"Opengov #ODDUniSa - Comunicare i dati sui rifiuti 

Incontro pubblico con il gruppo di lavoro comunicatori del Sistema Nazionale per la Protezione Ambientale, i rappresentanti di pubbliche amministrazioni e attivisti civici per discutere di come gli open data e altri strumenti tecnologici (""Social Platform for Open Data – SPOD"" del progetto Horizon 2020 ROUTE-TO-PA, ""Chiedi"") possano aiutare a monitorare e comunicare la gestione dei rifiuti urbani.",,"Osservatorio sulla Comunicazione della Pubblica Amministrazione in Italia e in Europa, Università di Salerno"
"Francavilla Fontana, Italia",https://www.facebook.com/events/1477707475597524/,40.5328217,17.5819994,"presso la sala dal Leonardo Da Vinci del castello Imperiali di Francavilla Fontana, organizzata dall'assessorato all'innovazione in stretta collaborazione con la locale associazione Fare Zero, si svolgerà la giornata internazionale dei dati aperti (open data day). Dopo i saluti di rito da parte del Sindaco Maurizio Bruno e dell'assessora all'innovazione Maria Rizzo, l'evento sarà animato dal giurista telematico Simone Aliprandi, professionista pavese esperto sulle licenze e diritto d'autore e fondatore di Copyleft Italia e juriswiki, nonché autore di molti libri che trattano l'argomento come, ad esempio, ""il fenomeno Open Data"". Altro ospite dell'evento è il giovanissimo e talentuoso Simone Versienti, membro di Fare Zero, studente di ingegneria informatica e sviluppatore software, che ci parlerà di alcuni strumenti liberi utili a rendere servizi sempre più Smart per i cittadini, come Telegram ed i suoi BOT ed in particolare quello realizzato per Francavilla dall'associazione Fare Zero. AlboPop offre un servizio di aggiornamento istante per istante su ciò che viene pubblicato nell'albo pretorio comunale. L'evento sarà moderato dal francavillese, William Donzelli, Maker e fondatore dell'associazione Fare ZeroL'evento sarà moderato dal francavillese, William Donzelli, Maker e fondatore dell'associazione Fare Zero",100,Assessorato all'innovazione di francavilla fontana e aps Fare Zero Makers Fab Lab
"Frankfurt, Germany",de.opendataday.org/frankfurt,50.110922,8.682127,Open Data Day Frankfurt,TBD,"Code for Germany, OK Lab Frankfurt"
"Fuchu,Tokyo",https://www.facebook.com/codeforfuchu/,35.6715703,139.4788559,"Workshop, Ideathon and Party",50,"Committee of the International Open Data Day 2017 in Fuchu,Tokyo"
"Fukushima,Japan",https://www.facebook.com/events/1444577455575630/,37.024186,140.969783,Open APP Lab OpenDataDay Event,~20,Open App Lab
"GALLIPOLI (LE), Italia",http://www.ascuoladiopencoesione.it/blogs/1/744,40.0321,17.5927,Open Data Session 2017,150,"IISS ""A. Vespucci"" di Gallipoli classi 4 A AFM e 3 A TUR"
"GALLIPOLI (LE), Italia",http://www.ascuoladiopencoesione.it/blogs/1/743,40.0321,17.5927,Open Data Session 2017,150,"IISS ""A. Vespucci"" di Gallipoli classi 4 A AFM e 3 A TUR"
"Geneva, Switzerland",http://media.ifrc.org/ifrc/theme/data/,46.2044,6.1432,Introduction to Open Data and Responsible Data Discussion at IFRC. (Friday March 3rd - pre-event),30,"Data Literacy Lead, IFRC (internal event, baby steps)"
"Gifu,Japan",http://iodd2017gifu.peatix.com/,35.4272983,136.7598617,International opendata day 2017 in Gifu,20,Code for Gifu
"Gioia del Colle, Italy",http://oddgioiadelcolle.info,40.801502,16.9209693,"OpenData Day Gioia del Colle, Settimana della Trasparenza",200,Comune di Gioia del Colle
"Granada, Spain",https://www.meetup.com/es-ES/Granada-Geek/events/236840299/?eventId=236840299&chapter_analytics_code=UA-60118289-2,37.173402,-3.59357,Open Data Day Granada 2017,Up to 50,"Oficina de Software Libre de la Universidad de Granada, Patrimonio UGR, Databeers GRX, Corrala de Santiago"
"Gravina di Catania, Sicilia, Italia",,37.5556,15.0629,Open Data - uno strumento per informare,,"Fare Nostrum,Generazione Y,Hackspace Catania "
"Graz, Austria",https://elevate.at/diskursprogramm/e17mapping/,47.0746787,15.4413251,Map the Change,20,"OpenStreetMap, Open Knowledge Austria, Transition Graz, Elevate Festival, ÖH Uni Graz"
"Graz, Austria",https://elevate.at/diskursprogramm/e17ifg/,47.0746787,15.4413251,Informationsfreiheitsgesetz,20,"Elevate Festival, Stadt Graz"
"Graz, Austria",https://elevate.at/diskursprogramm/e17wikipedia/,47.0718926,15.4268093,Edit-a-thon: Künstlerinnen für die Wikipedia,30,"Elevate Festival, Wikimedia Graz"
"Graz, Austria",https://elevate.at/diskursprogramm/e17getogether/,47.0746787,15.4413251,Opening International Open Data Day @ Graz,50,"Elevate Festival, Open Knowledge Austria"
"Grottaglie, Puglia, Italy",http://www.liceoartisticocalo.gov.it/portale/index.php/a-scuola-di-opencoesione,40.4749,17.22996,Open Data Day- RESTYLING 3.0 _ Salutis Mater _ ASOC1617,50,CLASSE VIRTUALE 3.0: Alunni del Liceo artistico “V. Calò” Sede Grottaglie e Sede Taranto
"Guarulhos, Brazil",https://www.facebook.com/events/746430322181375/,-23.455412,46.532062,Hackerbus at the Open Data Day,~60,Ônibus Hacker and LabHacker
"Guatemala, Guatemala",http://www.redciudadana.org/,14.620965,-90.51396,Datos y Tragos: Open Data 2017,20,"Escuela de Datos, Red Ciudadana and HIVOS"
"Guatemala, Guatemala",http://www.redciudadana.org/,14.620965,-90.51396,Open Data Government Showcase,20,Red Ciudadana and TBD
Hachinohe Institute of Technoklogy,http://www.pref.aomori.lg.jp/sangyo/energy/iodd2017aomori.html,40.479012,141.559891,ideathon for future of hachinohe,TBD,"IT Cowork Inc., Aomori Prefectural Government, Hachinohe Institute of Technoklogy, Aomori Regional Data Utilization Consortium"
"Hakodate, Hokkaido, Japan",TBD,41.782036,140.783415,International Open Data Day in DONAN 2017,40,Code for Hakodate
"Halifax, Nova Scotia","https://www.dal.ca/faculty/management/school-of-information-management/news-events/open-data-contest.html
",44.63549746,-63.58833098,"Open Data Competition - 3 themes: tourism, immigration, effective management enviromental resources. Can build an app, create a visualization or predictive modelling",TBD,"Faculty of Management Dalhousie University, Province of Nova Scotia"
"Hamburg, Germany",http://de.opendataday.org/hamburg/,53.551085,9.993682,Code for Germany Open Data Day Event,TBD,OK Lab
"Handa,Japan",https://www.facebook.com/events/1289094654502368/,34.891718,136.937961,Open Data Day in Handa,~10,Handa Open Data Promote and Use Organization
"Hannover, Germany",https://www.meetup.com/de-DE/OK-Lab-Hannovera/events/237449193/,52.37238,9.7416113,"Open Data Day - Hannover:
Opens 9:00
Hacking Begins: 10:00

",~15,OK Lab Hannover
"Heidelberg, Germany",https://wiki.heidelberg-makerspace.de/wiki/Open_Knowledge_Lab,49.407799,8.693875,"Kick Off ""Open Knowledge Lab Heidelberg / Rhein-Neckar"" / Code For Germany Event / Talks / Networking / Action",50,www.dai-heidelberg.de
"Heilbronn, Germany",http://de.opendataday.org/heilbronn/,49.142693,9.210879,Code for Germany Open Data Day Event,TBD,OK Lab
"Helsinki, Finland",https://www.facebook.com/events/723629847806296/,60.174892,24.921637,"Open data workshops (Frictionless Data, MyData, Apis)",20,Open Knowledge Finland
Hong Kong,https://opendatadayhk2017.eventbrite.hk,22.3964,114.1095,Open Data Day 2017 Hong Kong Hackathon,60,"Open Data Day 2017 Organising Committee from Open Source Hong Kong, Open Data Hong Kong, Initium Media and other volunteers"
"Honolulu, Hawaii",https://www.meetup.com/Code-for-Hawaii/events/237390702/,21.309,-157.8088,Code for Hawaii Open Data Day,50,Code for Hawaii (https://blog.codeforhawaii.org/)
"Hyderabad, India",https://datameet.hackpad.com/Open-Data-Day-Community-Hackathon-vxQjeKhCw68,17.385044,78.486671,Community Hackathon,,DataMeet
"Ibadan, Nigeria
",www.seyiosunade.com,,,Open Data Day for Open Science Research,50,Edanuso Consult
"Ichikawa, Japan",http://codeforichikawa.org/post-49/,35.720544,139.926636,International Open Data Day Ichikawa 2017,~10,Code for Ichikawa
"Ichinoseki,Japan",https://www.facebook.com/events/2030137873865195/?ti=icl,38.929203,141.13693,Open Data Day Ichinoseki2017,~20,"UDC ichinoseki Base,South Iwate Reserch Center of Tecnology Foundation"
"Ikoma-city, Nara, Japan",https://www.facebook.com/events/1262511253815953/,34.6918214,135.698185,Opendata app contest 'IKOMA Civic Tech Award',50,"City of Ikoma, Code for Ikoma"
"Imola, Italy",https://imolaopendataday.eventbrite.it,44.353273,11.693195,"Workshop on open data with AGID, TeamDigitale, Regione Emilia Romangna, 4°G informatica dell'istituto Paolini-Cassiano di Imola -progetto Asoc",220,"@mara_mucci , @piersoft"
"Inagi, Japan",https://ja.localwiki.org/ing/%E3%82%A4%E3%83%B3%E3%82%BF%E3%83%BC%E3%83%8A%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%AB%E3%82%AA%E3%83%BC%E3%83%97%E3%83%B3%E3%83%87%E3%83%BC%E3%82%BF%E3%83%87%E3%82%A4_2017_in_%E7%A8%B2%E5%9F%8E,35.63796,139.50427,Open Data Day 2017 in Inagi,20,Open Date cafe Inagi
"Ishikawa, Japan",https://www.facebook.com/events/722123551299847/,36.561325,136.656205,Opendata WorkShop,50,Code for Kanazawa Association
"Islamabad, Pakistan",https://www.facebook.com/events/1913385628890884/,33.7294,73.0931,develop an app that will help citizens get their messages across to legislators and their politicial representatives.,20,"Code for Pakistan, Media Matters for Democracy"
"Istanbul, Turkey",http://www.verigazeteciligi.com/acik-veri-gunu-4-martta-duzenleniyor/,41.0082376,28.9783589,Open Data for Human Rights,Up to 10,OKFN Local Group Dag Medya  ( @dagmedyanet ) https://okfn.org/network/turkey/ 
"iwaki city,japan",https://www.facebook.com/groups/ioddiwaki/,37.0550406,140.8881674,Open Data Day in Iwaki 2017,20,Open Data Day in Iwaki
"Jakarta, Indonesia",https://www.facebook.com/PublishWhatYouPayIndonesia/posts/1235952379774705:0,-6.2393143,106.8545984,Open Contracting in the Oil and Gas Rich Area,25,Publish What You Pay Indonesia
"Jakarta, Indonesia",http://s.id/OPENcities,-6.2019882,106.8237489,Open is the New Smart: Making cities work for citizens,100,"Web Foundation's Open Data Lab Jakarta, Goethe Institut, Jakarta Smart City"
"Jeddah, Saudi Arabia",http://bayaanaat.com,21.559165,39.124809,"Data Day, Talks and Hackathon",75,"Techniya, Classera, Lucidya"
"Jena, Germany",http://de.opendataday.org/jena/,50.927054,11.589237,Code for Germany Open Data Day Event,TBD,OK Lab
"Kampala, Uganda",https://www.eventbrite.com/e/international-open-data-day-mapathon-kampala-tickets-32512406483,0.34186,32.59434,Mapathon for Malaria Eradication,30,Map Uganda
