event_date,event_name,event_photo_url,event_purpose,event_report_url,event_tweet_url,event_video_url,has_event_report,latitude,longitude,online_event_url,organisers,place,slug,url,world_region_code,world_region_text
2025-03-07,Digitaliza Tu Ciudad,,"Educate about open data, georeferenced services and open databases that serve as the basis for the development of smart cities. It is also a gateway event for wikimedia foundation projects",,,,False,10.20267,-67.57431,,Centro Latinoamericano de Investigaciones Sobre Internet,Maracay,digitaliza-tu-ciudad,https://digitalizate.clisi.org/,,
2025-03-07,Discovering NYC Open Data,,"Join this virtual class to learn about the history of NYC Open Data, how to use it, and how to get involved in the community",,,,False,40.712778,-74.006111,,NYC's Office of Data Analytics and BetaNYC (ambassadors@open-data.nyc),New York City,discovering-nyc-open-data,https://nyc.gov/discoveropendata,,
2025-03-06,Empowering  Journalists to Leverage Open Data for Climate and Agricultural Reporting,,"To equip rural journalists in Imo State Nigeria to use open data for impactful reporting on climate change and agriculture, in order to drive awareness and solutions.",,,,False,5.494235,7.033391,,"Harsco Media and Communications, Harriet Ijeomah (","Owerri, Imo State Nigeria",empowering-journalists-to-leverage-open-data-for-climate-and-agricultural-repor,,,
2025-03-01,Experiencias del Datatón: Economía de Cuidados,,"Es un espacio que busca compartir, comentar y retroalimentar la experiencia de los proyectos que participaron en el  Datatón: Economía de Cuidados 2024 convocado por Estado Abierto del INFO CDMX junto con 20 organizaciones e instituciones. ",,,,False,19.406361,-99.187224,,"Estado Abierto, INFO CDMX",Ciudad de México,experiencias-del-dataton-economia-de-cuidados,,,
2025-03-02,"Floods, Smog, Wildfires: Decoding Thailand's Endless Disaster with Data",,"Enhance conversation about open data by providing data-driven approach to Thailand’s ""polycrisis"", disaster management",,,,False,13.7525,100.533058,,"WeVis, Punch Up, ThaiPBS, The Active, Policy Watch, 101PUB","SCBX NEXT TECH, Siam Paragon, Bangkok, Thailand",floods-smog-wildfires-decoding-thailand-s-endless-disaster-with-data,https://www.facebook.com/share/p/1KKNcw34X5/,,
2025-03-07,From data to metadata: enhancing quality across borders,,"We aim to enhance the quality of open data and metadata across borders by sharing expert insights, best practices, and fostering dynamic discussions on international challenges and opportunities.",,,,False,49.815273,6.129583,,data.europa.eu and Open Knowledge Foundation. Contact email: lisa.voshol@capgemini.com,Online,from-data-to-metadata-enhancing-quality-across-borders,https://data.europa.eu/en/news-events/events/webinar-data-metadata-enhancing-quality-across-borders,,
2025-03-04,Geolocalisation et audit des déchets plastique au bord du fleuve Wouri a Douala ,,"Sensibilisation , collecte et audit des déchets plastique a Douala au Cameroun ",,,,False,4.02373167,9.751425,,Ecowaste and Open Knowledge Cameroon,Rivers Wouri ,geolocalisation-et-audit-des-dechets-plastique-au-bord-du-fleuve-wouri-a-douala,,,
2025-02-03,GeoSkills Training for Climate Action: Empowering Youth with Spatial Data Tools,,To equip university students with practical skills in using OSMAnd for data collection and utilizing open data from OpenStreetMap through QuickOSM in QGIS for map-making and spatial analysis.,,,,False,-15.803069,35.027418,,Spatial Girls Network,"Blantyre, Malawi. ",geoskills-training-for-climate-action-empowering-youth-with-spatial-data-tools,,,
2025-03-06,GESAN Open Data & Mapathon 2025,,"To bridge Nepal’s geospatial skills gap by providing hands-on training in open data analysis and humanitarian mapping, enhancing disaster resilience and empowering local communities.",,,,False,28.2539,83.9764,,Geomatics Engineering Students' Association of Nepal,Pokhara,gesan-open-data-mapathon-2025,https://www.facebook.com/gesan2014,,
2025-03-09,GIS SKILLS SHARING WITH LOCAL PEOPLE TO STRENGTHEN LOCAL OPEN MAPPING IN ZAMBIA,,"We are trying to build a very strong OSM Community in Zambia, this includes  sharing strong skills apart from remote edits, we want to have a very sustainable OSM community in Zambia and ensure the open mapping continues.",,,,False,-14.29216,28.559759,,LOCAL KNOWLEDGE MAPPERS ORG,"Lusaka, Zambia",gis-skills-sharing-with-local-people-to-strengthen-local-open-mapping-in-zambia,https://forms.gle/mGXb6Zn2pnWgdrWz8,,
2025-03-07,Govdirectory Collab Hour - Open Data Day 2025,,Show how open data makes a difference for government access.,,,,False,59.605542,14.476268,,Govdirectory,Online,govdirectory-collab-hour-open-data-day-2025,https://www.wikidata.org/wiki/Event:Govdirectory_Collab_Hour_-_Open_Data_Day_2025,,
2025-03-07,Green Mapping MeetUp: Climate Café & OpenData for Sustainability,,"A community gathering where people share vegan food, discuss climate solutions, and use open data to map eco-friendly businesses—empowering action to reduce CO₂ emissions",,,,False,47.912115,106.927269,,"Public Lab Mongolia, tsenguun.t@publiclabmongolia.org, 99225102",Ulaanbaatar,green-mapping-meetup-climate-cafe-opendata-for-sustainability,https://facebook.com/events/s/green-mapping-meetup-climate-c/1110622944140462/,,
2025-03-31,Green Open Data Day (ou Dia Verde dos Dados Abertos),,"Estão previstas atividades presenciais e remotas, pensadas para despertar para a importância dos dados abertos na dimensão ecológica, para fins de colaboração para a conservação ambiental e a melhoria da qualidade de vida dos habitantes, frente às consequências evidentes da crise climática, que têm piorado as condições ambientais nas cidades e levado ao aumento da pressão por recursos, especialmente, os energéticos.",,,,False,-22.74312,-43.706081,,"Raquel Dezidério Souto (UFRJ) (dra.raquel.souto@gmail.com), Dr, Manoel Fernandes (UFRJ), DRa. Danielle Cintra (UFF), Dr. Gustavo de Sousa (UFRRJ)",Seropédica,green-open-data-day-ou-dia-verde-dos-dados-abertos,https://ivides.org/green-open-data-day,,
2025-03-05,Harnessing Open Data for Resilient women Communities Addressing Poverty Inequality and Climate Crises,,"Our event aims to harness open data to empower women-led communities, driving solutions for poverty, inequality, and climate crises through collaboration, innovation, and data-driven resilience.",,,,False,11.44034,79.644999,,Society for Women's Education and Awareness Development,"SWEAD skill training center, Bhuvanagiri, Cuddalore District, Tamilnadu , India ",harnessing-open-data-for-resilient-women-communities-addressing-poverty-inequali,https://www.sweadindia.org/home/open-data-day-open-day-foundation-2025,,
2025-03-07,Harnessing Opportunities to address Polycrisis through community Engagement (HOPE),,Raise awareness among marginalized and indigenous communities about the disproportionate impacts of the poly-crisis by leveraging open data.,,,,False,11.051882,-0.244328,,Nepal Institute of Research and Communications (NIRC),Ilam Municipality,harnessing-opportunities-to-address-polycrisis-through-community-engagement-hop,https://www.facebook.com/events/2403305353370340,,
2025-03-26,Hudson Valley Open Data Hackathon,,"Join us for an exciting half-day hackathon focused on leveraging New York State's Open Data resources using cutting-edge AI technologies and open-source tools. This event brings together developers, data scientists, civic tech enthusiasts, and public sector innovators to create impactful solutions for our communities.",,,,False,42.731134,-73.68315,,"OpenHubProject.com, festival@openhubproject.com","Rensselaer Polytechnic Institute (RPI), 110 Eighth Street Troy, NY USA 12180",hudson-valley-open-data-hackathon,https://hvtechfest.com/2025/03/hackathon,,
2025-03-07,IA & Données Ouvertes : Exploiter l'intelligence artificielle pour l'analyse prédictive des crises au Bénin,,Démystifier l'IA pour les participants et Créer des solutions concrètes pour anticiper les crises,,,,False,6.420386,2.337484,,Groupe CTAD (contact@groupectad.com),Abomey-Calavi /BENIN,ia-donnees-ouvertes-exploiter-l-intelligence-artificielle-pour-l-analyse-pre,https://forms.gle/jUXGtiiddYvLdT3k9,,
2025-03-07,Insult Tracker: Presidential Clashes and Twitter Echo,,"To rank and analyze the impact of Argentine President Javier Milei's insults toward journalists by scraping news and Twitter data, measuring frequency, virality, sentiment, and media coverage.",,,,False,-34.597139,-58.381111,,Civil Association for Equality and Justice (ACIJ),Buenos Aires,insult-tracker-presidential-clashes-and-twitter-echo,https://docs.google.com/forms/d/1riFpGfJCtT-yYJTzjtthLrRW2GOBtDoKciqtq2xleOo/,,
2025-03-06,International Open Data Day 2025,,"To promote and disseminate open data by creating opportunities for knowledge sharing, fostering understanding, and developing impactful projects that address social issues through the use of open data.",,,,False,13.88978218,100.571592,,Digital Government Development Agency (Public Organization),Conference Hall at Thailand Institute of Justice (TIJ),international-open-data-day-2025,,,
2025-03-06,International Open Data Day 2025 & Open Data Award,,,,,,False,100.501762,100.501762,,,"Bangkok,Thailand",international-open-data-day-2025-open-data-award,,,
2025-03-01,Know your Right 👍,,"Create awareness of the duties and rights of my community members in issues of life, worship, democracy, environment and Health",,,,False,3.3,4.3,,Kona Center for Peace and Development KC4PD -  konasunday@gmail.com,"Kona Ward, Jalingo Taraba State, Nigeria.",know-your-right,,,
2025-03-07,La escuela mi refugio para afrontar la policrisis,,"Raise awareness among high school students about creating community through open data, and the importance of spatially identifying educational institutions to face the polycrisis.",,,,False,5.321383,-72.389288,,AC3; inbox@ac3.org.co. Doris Carmiña Ruiz; hidrogis24@gmail.com,Yopal Casanare,la-escuela-mi-refugio-para-afrontar-la-policrisis,,,
2025-03-06,La escuela mi refugio para afrontar la policrisis,,"Sensibilizar a los estudiantes de secundaria sobre crear comunidad a traves de los datos abiertos, y la importancia de identificar espacialmente las instituciones educativas para afrontar la policrisis.",,,,False,5.730478,-71.995534,,AC3; inbox@ac3.org.co. Doris Carmiña Ruiz; hidrogis24@gmail.com,Pore Casanare,la-escuela-mi-refugio-para-afrontar-la-policrisis-2,,,
2025-03-04,Las publicaciones científico-académicas de acceso abierto como herramientas para enfrentar la policrisis del siglo XXI: el rol clave de los editores ,,"La conferencia busca reflexionar sobre el rol clave de editores/as de publicaciones de acceso abierto para impulsar soluciones globales ante la policrisis del siglo XXI, con énfasis en América Latina.",,,,False,-34.65274,-58.553593,,Damián Molgaray,"Buenos Aires, Argentina",las-publicaciones-cientifico-academicas-de-acceso-abierto-como-herramientas-para,https://forms.gle/WeJPDFJ1CDuPmJCE6,,
2025-03-03,Let's celebrate Open data day,,We want to share thoughts and discuss about open data and science.,,,,False,17.25,74.15,,"Individual, Himanshu Chaube, himanshuchaube8@gmail.com",Karad,let-s-celebrate-open-data-day,,,
2025-03-06,Liberia Open Data Forum 2025: Harnessing Open Data for Inclusive Solutions,,"Our event aims to promote open data awareness, foster collaboration, and empower communities to leverage data for tackling poverty, inequality, climate challenges, and governance issues, driving sustainable development and informed decision-making in Liberia.",,,,False,6.2907,-10.7605,,West Africa ICT Action Network (WAICTANet) Contact Email: info@waictanet.org /info.waictanet@gmail.com,Monrovia ,liberia-open-data-forum-2025-harnessing-open-data-for-inclusive-solutions,,,
2025-03-03,MapMyCommunity,,"We aim to empower young people with mapping skills to identify and address community issues, fostering data-driven development and sustainable solutions in the Central Region of Ghana.",,,,False,34.184299,-117.320663,,"World Inspiring Network, info@worldinspiringnetwork.org","University of Education, Winneba",mapmycommunity,https://egotickets.com/events/mapmycommunity,,
2025-03-05,Mapping Our Zongo Community,,We aim to conduct an innovative workshop targeted at introducing Open Street Mapping to the youth of Oduman Zongo as a tool to map the community.,,,,False,5.64033,-0.3313,,Open Source Zongo (opensourcezongo@gmail.com),Accra,mapping-our-zongo-community-2,,,
2025-03-05,Mapping Our Zongo community ,,We aim to conduct an innovative workshop targeted at introducing Open Street Mapping to the youth of Oduman Zongo as a tool to map the community.,,,,False,5.64033,-0.3313,,Open Source Zongo (Kabuteyhabib@gmail.com),Accra,mapping-our-zongo-community,,,
2025-03-05,Mapping Resilience – Using QGIS to Analyze La Niña and El Niño Impacts in the Philippines.,,"To equip participants with QGIS skills for mapping La Niña and El Niño impacts, enhancing disaster preparedness, resilience, and data-driven decision-making in the Philippines.",,,,False,8.477609,124.64298,,USTP AGES- YOUTHMAPPERS ustp.youthmappers@gmail.com,Cagayan De oro City,mapping-resilience-using-qgis-to-analyze-la-nina-and-el-nino-impacts-in-the-ph,,,
2025-03-04,Mapping Resilience: Harnessing Open Roads Data for Flood Preparedness in Sunamganj,,"This event will be a crucial step toward ensuring better road data for flood resilience and disaster response. We invite students, researchers, and mapping enthusiasts to contribute to this vital effort. Together, we can create accurate, accessible, and reliable road maps that support communities in times of crisis.",,,,False,23.88272,90.26815,,"YouthMappers at IRS, Jahangirnagar University Chapter",Dhaka,mapping-resilience-harnessing-open-roads-data-for-flood-preparedness-in-sunamga,https://www.facebook.com/share/18n1tz3Roz/,,
2025-03-01,Mapping Sinking Cities,,Mapping of municipalities that are part of the growing Metro Manila sprawl that is experiencing the fastest land subsidence rate and are growingly susceptible to hydrometeorological hazards,,,,False,14.657968,121.071083,,UP Resilience Institute - YouthMappers,Quezon City,mapping-sinking-cities,,,
2025-03-04,Massachusetts E2C Hub's Open Data Day,,"Learn how to find and use open datasets on education and workforce, and build data skills through hands-on activities with support from Education-to-Career Research and Data HUb (E2C Hub) staff.
",,,,False,42.40477,-71.070124,,"Massachusetts Education-to-Career Research and Data Hub, e2chub@mass.gov",Everett MA USA,massachusetts-e2c-hub-s-open-data-day,https://mass.gov/e2c,,
2025-03-04,Meet-up and open discussion: How can companies use open data to help mitigate world’s biggest crises?,,Get people in the business community thinking about how they can utilise open data within their organisation to help the world.,,,,False,51.526279,-0.07804,,Work With Data (contact: ania@workwithdata.com),London,meet-up-and-open-discussion-how-can-companies-use-open-data-to-help-mitigate-wo,https://www.linkedin.com/posts/workwithdata_opendataday-activity-7298002248880586754-P_Vq?utm_source=share&utm_medium=member_desktop&rcm=ACoAACXfHjEBj-tJ4r56sFc3uzxsrEFNagKQd7c,,
2025-03-05,Mesa técnica de co-creación,,Queremos generar soluciones innovadoras para el municipio de Antigua desde la participación y colaboración ciudadana.,,,,False,14.558571,-90.729523,,Municipalidad de Antigua Guatemala,Antigua Guatemala,mesa-tecnica-de-co-creacion,,,
2025-03-06,Mujeres en Datos - Open Data Week Guatemala,,Demostrar las oportunidades del uso de datos y su análisis en materia de procesamiento con perspectiva de género en Guatemala para visibilizar las distintas condiciones y problemáticas en el país. ,,,,False,14.6369658,-90.5155807,,Dirección de Gobierno Electrónico de la Comisión Presidencial de Gobierno Abierto y Electrónico,Ciudad de Guatemala,mujeres-en-datos-open-data-week-guatemala,,,
2025-03-22,ODD2025 - チャレンジ！しながわの財宝あつめ,,品川のまち中にかくされた財宝をオープンデータをつかってさがす旅にでかけます。,,,,False,35.6182495,139.733351,,Code for Shinagawa (Monopro Shinagawa) / Shinagawa Cleaning Office /  Rissho University,"Shinagawa-ku, Tokyo",odd2025-tiyarenzi-sinagawanocai-bao-atume,https://monopro.tech/,,
2025-06-05,Open Climate Education,,Introduce Senior High School students to open knowledge and climate literacy. The foundations of digital literacy would be a core of the session.,,,,False,6.852027335,-1.384402427,,Open Knowledge Ghana,Asokore Ashanti,open-climate-education,,,
2025-03-05,Open data and artificial intelligence in the Central African Republic,,Inform and raise awareness about the advantages and disadvantages of open data and artificial intelligence in the Central African Republic ,,,,False,4.36969,18.573901,,Centrafrique Tech; SIBIRO Philippe Junior,Bangui - Central Africa Republic,open-data-and-artificial-intelligence-in-the-central-african-republic,https://www.facebook.com/CentrafriqueTech,,
2025-03-07,Open Data Day 2025,,"Promoting transparency and collaboration by advancing the values of open data, highlighting the role of cutting-edge technologies in empowering communities and enhancing access to knowledge.",,,,False,40.640064,22.94442,,OKF Greece,Thessaloniki,open-data-day-2025,,,
2025-03-08,Open Data Day 2025  X Nullfull,,,,,,False,37.53616,126.971624,,Youne,서울특별시 용산구 백범로99길 40 101동 1층(지하),open-data-day-2025-x-nullfull,,,
2025-03-07,Open Data Day 2025 in South Sudan,,"We aim to raise awareness about the power of open data in addressing South Sudan's polycrisis, fostering local collaboration, and empowering communities to use data for sustainable development and conflict resolution.",,,,False,4.843643,31.603356,,Open Knowledge South Sudan,"Juba, South Sudan",open-data-day-2025-in-south-sudan,https://meta.wikimedia.org/wiki/Event:Open_Data_Day_2025_in_South_Sudan,,
2025-03-03,Open Data Day 2025 – Transparent Governance in Municipalities & Well-being Areas: Crisis Resilience Through Open Data,,"We aim to showcase how open municipal and well-being area data can enhance crisis resilience, democratic accountability, and EU-wide data interoperability, ensuring transparent governance and informed decision-making—such as in Finland’s upcoming municipal elections.",,,,False,60.168779,24.923064,,Open Knowledge Finland: joel.holappa@okf.fi & susanna.anas@okf.fi,Helsinki,open-data-day-2025-transparent-governance-in-municipalities-well-being-areas,,,
2025-03-07,"Open Data Day 2025: Clean up UK's rivers, seas and lakes",,Bringing together universities and water companies through open data hacks to stimulate ideas for new products and services that solve complex system level challenges facing the water sector and stakeholders.,,,,False,54.775249,-1.584852,,Stream (in collaboration with several UK universities and water companies) ,Durham,open-data-day-2025-clean-up-uk-s-rivers-seas-and-lakes,https://www.streamwaterdata.co.uk/pages/open-data-day-2025,,
2025-03-06,Open Data Day 2025: Mujeres liderando Datos Abiertos para la Igualdad,,Queremos mostrar el conocimiento y las experiencias sobre los datos abiertos públicos disponibles y las oportunidades de su reutilización para abordar los retos relacionados con la igualdad.,,,,False,41.409908,2.20354,,Iniciativa Barcelona Open Data,Barcelona,open-data-day-2025-mujeres-liderando-datos-abiertos-para-la-igualdad,https://iniciativabarcelonaopendata.cat/es/2025/02/open-data-day-2025-mujeres-liderando-datos-abiertos-para-la-igualdad/,,
2025-03-21,Open Data Day Alagoas 2025 – Dados Abertos para Fortalecer a Transparência e a Participação,,"The event seeks to re-engage the local open data community in Alagoas, promoting debates, training sessions, and collaborations to strengthen transparency and access to public information on a permanent basis for the entire state.",,,,False,-9.66522,-35.73571,,Evelyn Gomes - evelyn@labhacker.org.br,Labhacker Alagoas Space,open-data-day-alagoas-2025-dados-abertos-para-fortalecer-a-transparencia-e-a-p,https://labhacker.my.canva.site/,,
2025-03-04,Open Data Day Aruba - Research Data Management intro and Bring Your Own Data workshop,,"This event provides an introduction into Open Data which will increase awareness of participants of the importance of Open Data, and also provides a space for people to actively work on their data - which can eventually become Open Data.",,,,False,12.52965,-70.032928,,"Esther Plomp (esther.plomp@ua.aw, research@ua.aw)",Oranjestad,open-data-day-aruba-research-data-management-intro-and-bring-your-own-data-wor,,,
2025-03-07,Open Data Day at the NCAS early careers symposium,,To investigate open earth and ocean data sources to emphasise the importance of open data to early career professionals in the atmospheric sciences.,,,,False,53.8,-1.56,,National Centre for Atmospheric Science,"Leeds, UK",open-data-day-at-the-ncas-early-careers-symposium,,,
2025-03-08,Open Data Day Curitiba 2025,,"The event will bring together the local community to explore and research the city's open data, promoting knowledge and engagement among new participants in the use and development of public data.",,,,False,-25.480877,-49.304424,,Terraço Verde e Ricardo Mendes Jr ricardomendesjr@gmail.com,Curitiba,open-data-day-curitiba-2025,https://opendataday.curitiba.br/,,
2025-03-01,Open Data Day Flensburg - rund um Karten und Daten,,"Das OK Lab Flensburg lädt ein zum Open Data Day 2025 – ein Mitmachtag rund um Karten und Daten. In Workshops, Präsentationen und interaktiven Sessions können Teilnehmende mehr über Open Data erfahren und eigene Projekte umsetzen. Der Eintritt ist frei, eine Anmeldung ist nicht erforderlich.",,,,False,54.791612,9.430608,,all@oklabflensburg.de,Flensburg,open-data-day-flensburg-rund-um-karten-und-daten,https://opendataday-flensburg.de,,
2025-03-01,Open Data Day Munich 2025,,"A day all about Open Data: lectures and workshops will provide impulses and insights into the multifaceted world of data, and special offers to get to know each other, network and exchange ideas await the participants.",,,,False,48.135124,11.581981,,"City of Munich, byte - The Bavarian Agency for Digital Affairs, OK Lab Munich",Muncih,open-data-day-munich-2025,https://veranstaltungen.muenchen.de/rit/veranstaltungen/open-data-day-muenchen-2025/,,
2025-02-07,Open Data Day Pakistan ,,"Raise Awareness for Open Access, Open Data, and Open Society",,,,False,30.37,69.34,,Pak Education Society / Pakistan Development Network and Shoki Enterprises ,Karachi,open-data-day-pakistan,,,
2025-03-15,Open Data Day POA 2025 - Dia dos Dados Abertos Porto Alegre,,,,,,False,-30.034647,-51.217659,,Instituto de Cultura Digital da Universidade do Vale do Rio dos Sinos (Unisinos) e Afonte Jornalismo de Dados,"Porto Alegre, RS - Brazil",open-data-day-poa-2025-dia-dos-dados-abertos-porto-alegre,https://eventos.unisinos.br/diadosdadosabertospoa/,,
