event_date,event_name,event_photo_url,event_purpose,event_report_url,event_tweet_url,event_video_url,has_event_report,latitude,longitude,online_event_url,organisers,place,slug,url,world_region_code,world_region_text
2024-03-10,AlayData @ Intramuros,,"Reinforce the benefits of open data and inclusive, participatory events for improving available OSM geographic data in the Philippines.",,,,False,14.59214,120.97312,,"Erwin Olario, Feye Andal, OSM-PH volunteers",Manila 14.59214 : 120.97312,alaydata-intramuros,https://ti.to/mapatime/alaydata-sa-intramuros-odd24,,
2024-03-01,Apertura en Programas y Acciones Sociales 2023 en la CDMX,,"Presentación de los resultados del monitoreo de programas y acciones sociales publicados en Gaceta Oficial CDMX, Plataforma Nacional de Transparencia (PNT) y sitios web.",,,,False,19.398081,-99.156349,,Estado Abierto del Instituto de Transparencia de la CDMX ,Info CDMX ,apertura-en-programas-y-acciones-sociales-2023-en-la-cdmx,https://infocdmx.org.mx/images/biblioteca/2024/Reporte_Especial_1_2024_Apertura_en_Programas_y_Acciones_Sociales_2023_en_la_Ciudad_de_Mexico.pdf,,
2024-03-07,Aprobación de la Ordenanza Reguladora del Gobierno del Dato del Ayuntamiento de Zaragoza,,"Dotar al Ayuntamiento de Zaragoza y a las entidades públicas dependientes del mismo de un marco normativo para el gobierno del dato, que aborde de forma integral todos los aspectos relacionados con la obtención, gestión y explotación de los datos, así como su apertura y reutilización por toda la sociedad, garantizando y potenciando los derechos de las personas.",,,,False,41.648823,-0.889085,,Oficina de Transparencia y Gobierno Abierto del Ayuntamiento de Zaragoza,Salón de Plenos del Ayuntamiento Zaragoza,aprobacion-de-la-ordenanza-reguladora-del-gobierno-del-dato-del-ayuntamiento-de,https://www.zaragoza.es/sede/portal/gobierno-abierto/servicio/noticia/328994,,
2024-03-08,At the Heart of Sustainable Development: Unleashing the Power of Open Data,,,,,,False,40.640064,22.94442,,Open Knowledge Foundation Greece and International Hellenic University ,Thessaloniki Greece,at-the-heart-of-sustainable-development-unleashing-the-power-of-open-data,,,
2024-03-08,ATuNombre.uy 3.0 launch,,"Launch of the new version of the site that visualizes gender inequality in the naming of our streets and public spaces in Montevideo, with new open data and presentation of the improvements achieved through the project and in collaboration with Intendencia de Montevideo since our launch in 2015.",,,,False,-34.90328,-56.18816,,DATA Uruguay,"Montevideo, Uruguay",atunombre-uy-3-0-launch,https://atunombre.uy,,
2024-03-07,Awareness and training workshop on open data,,"The awareness and training workshop on open public data is adressed to civil officials within some public institutions. It aims to present the open data program, the several related aspects.",,,,False,36.81052382,10.17966505,,The e-Government Unit at the Presidency of the Government (opendata@tunisia.gov.tn) organisez in cooperation with the World Bank an awareness and training workshop on open public data.,Tunis,awareness-and-training-workshop-on-open-data,,,
2024-03-02,Bangladesh Open Data Day Celebration 2024,,"Like the previous years, we are going to celebrate Bangladesh Open Data Day 2024 as a part of the International Open Data Day 2024. This year we are going to celebrate the day with multiple events and competitions.
This competition is a remote mapping competition for all Bangladeshi mappers",,,,False,23.772508,90.365028,,"YouthMappers, OpenStreetMap Bangladesh and Bangladesh Open Innovation Lab",Dhaka,bangladesh-open-data-day-celebration-2024,https://www.facebook.com/events/3635649906673780?ref=newsfeed,,
2024-03-04,Big Open Data for Water Resources Management in Tunisia,,"This event is intended to offer efficient tools that enable water system managers to address intricate water resources systems, modeling problems, and assist in decision-making.",,,,False,36.70893,10.42608,,"CERTE Center for Water Research and Technologies, eng.Kalthoum Hafsa, Chief Engineer, email: hafsakalthoum@gmail.com","Center for water research and technologies, CERTE- Tunisia",big-open-data-for-water-resources-management-in-tunisia,,,
2024-03-03,Bohicon Open Biodiversity Data,,Train activists on the use of free software for data collection and the fight against Biodiversity loss,,,,False,7.174416,2.072107,,Benin Youth Biodiversity Network & Carrefour Living Lab ( BYBN & CLL) benin.ybn@gmail.com   carrefourlab.bj@gmail.com Tel +22997149902,Hôtel des Princes Bohicon ,bohicon-open-biodiversity-data,,,
2024-03-08,BOMET UNIVERSITY COLLEGE OPEN DATA DAY ,,"Bomet University College (BUC) endeavors to educate students on the significance of open data mapping for sustainability, aligning with its niche in fostering a Green Economy for a sustainable future",,,,False,0.7778,35.3357,,"BOMET UNIVERSITY COLLEGE (A CONSTITUENT COLLEGE OF MOI UNIVERSITY, KENYA)  Website: www.buc.ac.ke  Contact: principal@buc.ac.ke    Phone: +254748067182","Bomet is the capital and largest town of Bomet County, Kenya. Bomet town has a total population of 230,963. It is located along the B3 Mai Mahiu-Narok-Kisii road.",bomet-university-college-open-data-day,https://www.buc.ac.ke/,,
2024-03-05,Bootcamp INFOTOPIA versión 2.0: Aprendiendo a monitorear e infografíar la violencia de género,,"It is an in-person Bootcamp that will allow training in monitoring data on gender violence in the Capital District and other central states through open sources and the creation of a series of infographics that will be published on the UTOPIX website as a result of joint work. with the participants.

",,,,False,10.5087361,-66.91129266,,Monitor de femicidios de UTOPIX con apoyo de Tinta Violeta: contacto@utopix.cc,"Caracas, Distrito Capital",bootcamp-infotopia-version-2-0-aprendiendo-a-monitorear-e-infografiar-la-violen,https://utopix.cc/anexos/open-data-day-2024-bootcamp-infotopia-2-0/,,
2024-03-05,"Bridging the data gender gap: data practices to advance gender equity through data driven collaboration in Innovation and Technologies for People, Planet and Economy",,"We hope to build the interest of participants who would mostly be special advisers to subnational levels of governments on Innovation, 
Information  and Communication Technology to engage with gendered data sets and data goaled to reinforce learnings for why Gender is important for all the Sustainable Development Goals. We hope that this may influence policy practices for implementation through these critical stakeholders in the global effort to achieve the Sustainable Development Goals.",,,,False,9.072264,7.491302,,100 Women in Tech Nigeria ,Abuja Nigeria ,bridging-the-data-gender-gap-data-practices-to-advance-gender-equity-through-da,,,
2024-03-06,BUILD A MAPPING COMMUNITY FOR KIDS ,,"We hope that at the end of this session the children will have a better understanding of our territory, and of the role of maps and cartography.",,,,False,3.792227,11.522616,,"GeOsm Family, ( infos.geosm@gmail.com)",Yaoundé ,build-a-mapping-community-for-kids,,,
2024-03-06,BUILD A MAPPING COMMUNITY FOR KIDS ,,"At the end of this session, we hope that the children will have a better knowledge of our territory and understand the importance of maps and cartography.",,,,False,3.792227,11.522616,,"GeOsm Family,(infos.geosm@gmail.com)",Yaoundé ,build-a-mapping-community-for-kids-2,,,
2024-03-06,Build elegant data-driven sites with markdown & deploy in seconds,,Showcase how to build elegant data-driven sites with markdown & deploy in seconds with DataHub Cloud,,,,False,37.484779,-122.228149,,Datopian,Redwood City,build-elegant-data-driven-sites-with-markdown-deploy-in-seconds,https://www.datopian.com/blog/build-elegant-data-driven-sites,,
2024-02-03,Building Capacity on AI-generated Bias Detection,,Equip media and educative professionals with knowledge on AI biase detection,,,,False,-2.5,28.866667,,Act4Change DR Congo ,Bukavu,building-capacity-on-ai-generated-bias-detection,https://act4Change.org,,
2024-03-05,Building Capacity on AI-generated Bias Detection,,Equip media and educative professionals with knowledge on AI biase detection,,,,False,-2.5,28.866667,,Act4Change DR Congo ,Bukavu,building-capacity-on-ai-generated-bias-detection-2,https://www.act4change.org,,
2024-03-02,Bus-friendly: mapping participation guiding blocks & halt for equality of public transportation users and engage disabled voices,,Participatory mapping to evaluate the condition of the Non-BRT halt in terms of accessibility for people with disabilities and marginalized people (SDGs 11 & 10) using OSM & Wikipedia,,,,False,-6.861516,107.591843,,UPI YouthMappers,Bandung,bus-friendly-mapping-participation-guiding-blocks-halt-for-equality-of-public,https://www.instagram.com/youthmappers.upi/,,
2024-03-06,Business & Open SDGs data - A Hack Day,,"Ensure, through a supportive atmosphere, that attendees are able to connect, learn, & harness the power of open data while exploring a series of datasets on companies' contributions to the SDGs.",,,,False,52.55114,13.42321,,Wikirate International e.V.,"Berlin, Germany",business-open-sdgs-data-a-hack-day,https://www.eventbrite.com/e/business-open-sdgs-data-a-hack-day-tickets-824004909867,,
2024-03-05,Café Virtual - Día Internacional de los Datos Abiertos,,Celebrar con la comunidad el valor de los datos abiertos,,,,False,8.969863,-79.42226,,Antai Panamá,Panamá,cafe-virtual-dia-internacional-de-los-datos-abiertos,,,
2024-03-09,Campinas em Dados,,Promover um espaço de conexão e aprendizado para a comunidade de dados abertos da região de Campinas. Apresentar a Base dos Dados como ferramenta potencializadora na produção de conhecimento a partir de dados públicos. ,,,,False,-22.917936,-47.052625,,Giovane Carvalho Caruso - Base dos Dados. email: giovanecaruso@basedosdados.org,Campinas - São Paulo,campinas-em-dados,https://docs.google.com/forms/d/e/1FAIpQLScOxhV76E3-40Tu6aTFaz5mAYNGU7yLobkqQEnn8WaDmfE_Pw/viewform?usp=sf_link,,
2024-03-08,Challenges to Access Open Data In Burundi,,I want to raise awareness on the importance of accessing data without difficulties,,,,False,1500.0,1750.0,,DUKINGIRE ISI YACU,Bujumbura,challenges-to-access-open-data-in-burundi,,,
2024-03-02,City of Portland 2024 Open Data Discotech,,Offer a space for public participation and exploration of the City of Portland's open datasets,,,,False,45.516022,-122.681427,,"City of Portland, Oregon, USA","City of Portland, OR, USA",city-of-portland-2024-open-data-discotech,https://www.portland.gov/bps/smart-city-pdx/events/2024/3/2/2024-city-portland-open-data-discotech,,
2024-03-06,City of Portland's Open Data Day Celebration,,"Introduce the general public to open data topics in Portland, OR",,,,False,45.516022,-122.681427,,"City of Portland, OR, USA","Portland, OR, USA",city-of-portland-s-open-data-day-celebration,https://www.portland.gov/bps/smart-city-pdx/events/2024/3/6/celebration-open-data-day-2024,,
2024-03-07,CKAN Demo Days Australia,,"Showcase all the neat open data walk throughs, demos and video statements provided by folks that cross over between the CKAN community, the open data community and the region of Australia. We'll hijack Link Digital's public forum registration and set this up as a special edition webinar for 7 March at 5:30pm AEDT.",,,,False,-35.307,149.125,,Steven De Costa,Canberra,ckan-demo-days-australia,https://linkdigital.com.au/public-forum/,,
2024-03-01,"Climate awareness through OPen data, AI and Evidence (COPE)",,"Sensitize youth on access and utilisation of open data and AI to address climate change issues in Surkhet, Karnali Province, Nepal",,,,False,28.5776,81.6254,,Nepal Institute of Research and Communications (NIRC),Birendranagar,climate-awareness-through-open-data-ai-and-evidence-cope,https://x.com/NepalComms/status/1762298922175770774?s=20,,
2024-03-01,Climate emergency,,"To discuss a range of topics related to climate education, from hands-on restoration, addressing food waste, combating etc",,,,False,33.684422,73.047882,,Rural Empowerment and Institutional Development REPID ,Islamabad ,climate-emergency,https://www.repid.org.pk,,
2024-03-09,Climate-Induced Displacement: Understanding Impacts on African Women through Open Data,,"In this event, our overall goal is to raise awareness, foster understanding, and catalyze action towards addressing the intersectional challenges of climate-induced displacement on African women, leveraging the power of open data as a tool for informed decision-making, advocacy, and resilience-building.",,,,False,5.489059,7.017588,,"Technology for Inspiration Initiative ""InspireIT""","Owerri, Imo State",climate-induced-displacement-understanding-impacts-on-african-women-through-ope,https://x.com/i/spaces/1djGXNXLOnNxZ,,
2024-03-02,Closing event of the 2nd phase of the “OpenGovDataHack2023” national hackathon on the open government data reuse in Tunisia,,"The event consists of an information day on the closing activities of the OpenGovDataHack2023 in order to present the projects that have been selected to benefit from technical support with the intention of developing them into projects for the benefit of the structures involved, and to establish start-ups.",,,,False,36.40711217,10.62212649,,"e-Government Unit at the Presidency of the Government (opendata@tunisia.gov.tn) in Partenership with the Ministry of Health, Ministry of Social Affairs and Ministry of Education and in Cooperation with the World Bank",Hammamet,closing-event-of-the-2nd-phase-of-the-opengovdatahack2023-national-hackathon-o,,,
2024-03-04,Community of Practice Open Data Events,,Several virtual events taking place over March and April to showcase the incredible work taking place in the Scottish public sector and engage in meaningful discussions around open data.,,,,False,0.0,0.0,,"The Better Data Community (Making Data Better, Smarter and More Open)  Contact details: Scottish Government Data Standards Team (data.standards@gov.scot)",virtual,community-of-practice-open-data-events,https://www.tickettailor.com/events/opendataevents?,,
2024-03-02,Connecting Dams and Reservoirs in India: Wikidata and OpenStreetMap Integration,,The event aims to enhance the accessibility and accuracy of information related to dams and reservoirs in India by linking them with Wikidata and OpenStreetMap.,,,,False,10.52,76.21,,"Sahya Digital Conservation Foundation, contact@sahya.org.in","Thrissur, Kerala, India",connecting-dams-and-reservoirs-in-india-wikidata-and-openstreetmap-integration,https://opendatakerala.org,,
2024-03-04,Dados sem caô - Edição eleições,,Popularizar o acesso às bases de dados eleitorais brasileiras e extrair informações visuais sobre a raça dos candidatos,,,,False,-22.91005,-43.17409,,data_labe,Rio de Janeiro,dados-sem-cao-edicao-eleicoes,https://www.instagram.com/p/C3tRDT_pLf0/?img_index=1,,
2024-03-05,Data bases to study the disinformation campaigns in Spanish Language,,Create a solid text data base to train ML/AI models in Spanish Language,,,,False,-32.48465,-58.232929,,Proyecto Desconfio,Concepción del Uruguay (Argentina),data-bases-to-study-the-disinformation-campaigns-in-spanish-language,https://www.desconfio.org,,
2024-03-09,Data Expedition Janakpurdham ,,"To accelerate the momentum of data utilization within the Janakpurdham Sub-Metropolitan City.
To inform and emphasize the importance of valuable datasets.
To identify gaps in data availability within the Janakpurdham Sub-Metropolitan City.
To enhance capacity and advocacy for open data initiatives.",,,,False,26.718281,85.906464,,ashok.sah456@gmail.com,"Janakurdham, Nepal",data-expedition-janakpurdham,,,
2024-03-02,Data Huria Fiesta,,"This day celebrates the role of open data in development and how open data makes a difference in our community. It brings together open data enthusiasts, leaders, and practitioners across industries, the private and public sectors, academia, and civil society organizations. Join us to have dialogues, panel discussions, presentations, fireside chats, showcases, interactive sessions, exhibitions, and public outreach activities powered by open data.",,,,False,-6.7593256,39.2522026,,ROOTGIS,"Dar es salaam,Tanzania",data-huria-fiesta,,,
2024-03-03,data narrative,,"enhance data analysis and creative representation skills, increase awareness of open data in higher education, and support decision-making to improve educational processes.",,,,False,24.725203,46.623661,,King Saud University,"Riyadh, Saudi Arabia",data-narrative,https://twitter.com/data_ksu,,
2024-03-06,Data Science 4 Everyone National Meet Up,,"Data Science 4 Everyone, a U.S.-based initiative advocating for data science and data literacy education for students in K12 schools, will be hosting a national Meet Up for the education community at the SXSW EDU summit in Austin, TX, entitle ""Teaching Math in the World of AI"" ",,,,False,30.267153,-97.743057,,Data Science 4 Everyone,"Austin, TX",data-science-4-everyone-national-meet-up,https://panelpicker.sxsw.com/vote/144532,,
2024-03-06,"Data trail Vienna ""Data above and below ground"" ",,"The data trail Vienna ""Data above and below ground"" offers a unique opportunity to view data in the context of historical remains and geodata. The trail ends with a visit at Parliament and a round table discussion with experts.",,,,False,48.208149,16.366341,,City of Vienna & partner mailto:open@post.wien.gv.at,"City of Vienna, Austria",data-trail-vienna-data-above-and-below-ground,https://digitales.wien.gv.at/open-data-days-2024/,,
2024-03-01,DataSud new portal's opening,,"present the new version of the DataSud data portal, featuring a new editorial interface and new services",,,,False,43.3,5.4,,Région Provence Alpes Côte d'Azur,Région Provence Alpes Côte d'Azur,datasud-new-portal-s-opening,https://www.datasud.fr/,,
2024-03-06,Datathon para la visualización de los ODS utilizando Datos Abiertos,,"Reunir especialistas, profesores y estudiantes interesados en el procesamiento estadístico para promover el uso de Datos Abiertos sobre los ODS",,,,False,19.527269,-96.9235,,Facultad de Estadística e Informática de la Universidad Veracruzana - lorlopez@uv.mx,"Xalapa-Enríquez, Veracruz",datathon-para-la-visualizacion-de-los-ods-utilizando-datos-abiertos,https://www.uv.mx/linae/datosa2024/,,
2024-03-07,Dato y Tarros: Girls at the Table,,"Queremos “poner sobre la mesa” la importancia de los datos con perspectiva de género para avanzar hacia la igualdad de género, contribuir a cerrar brechas de género y superar los estereotipos de género.",,,,False,14.634915,-90.506882,,Diálogos A.C. / Contact email: info@dialogos.or.gt,Guatemala City,dato-y-tarros-girls-at-the-table,https://forms.gle/1cBHvWjThhav55yDA,,
2024-03-06,Datos Abiertos como herramienta para una Mejor Educación ,,"For university professors to introduce the use of open data in their daily teaching activities, while serving as a bridge for their students to also use open data in their research",,,,False,10.220274,-68.010576,,Centro Latinoamericano de Investigaciones Sobre Internet,Valencia,datos-abiertos-como-herramienta-para-una-mejor-educacion,https://forms.gle/ax35ERntf2GDRyrS8,,
2024-03-08,Datos Abiertos y Objetivos de Desarrollo Sostenible Agenda 2030: Iniciativas Municipio de Pergamino,,Que en 2024 todos los proyectos contribuyen con los 17 ODS Agenda 2030 con el lema ACTUA AHORA,,,,False,-33.891979,-60.575069,,Silvana Pirchi. sil.elfuturoesabierto@gmail.com,Pergamino. Buenos Aires. Argentina.,datos-abiertos-y-objetivos-de-desarrollo-sostenible-agenda-2030-iniciativas-mun,https://forms.gle/L1hUrh3isYxFNUxY6,,
2024-03-05,Datos Abiertos y sostenibilidad:  Registro de Personas con Discapacidad del Partido de Pergamino,,"Co-crear junto a los actores clave,  la implementación de una herramienta informática que permitirá empadronar en forma sostenida a todas las personas con discapacidad del partido de Pergamino. Generará datos privados y públicos y facilitará la innovación pública y la toma de decisiones basadas en datos georreferenciados.",,,,False,-33.89198,-60.57507,,gobiernoabierto@pergamino.gob.ar,"Pergamino, Buenos Aires, Argentina",datos-abiertos-y-sostenibilidad-registro-de-personas-con-discapacidad-del-part,,,
2024-03-07,"Datos Abiertos, Transparencia e Integridad",,Have a conversation with public and private organizations in which we share visions on how to achieve a great District strategy of openness with purpose and collaborative use of open data for transparency and public integrity.,,,,False,4.710989,-74.07209,,Secretaría General de la Alcaldía Mayor de Bogotá,Luis Angel Arango Library in Bogotá D.C.,datos-abiertos-transparencia-e-integridad,https://forms.office.com/r/5hxcQ2rXUT,,
2024-03-05,Datos abiertos: Mujeres y cuidados,,Liberación de bases de datos de las solicitudes de infromación realacionadas con el tema de cuidados a cargo de las mujeres del periodo 2006-2023. ,,,,False,19.398081,-99.156349,,Estado Abierto del Instituto de Transparencia CDMX,INFO CDMX,datos-abiertos-mujeres-y-cuidados,https://datosabiertos.infocdmx.org.mx/,,
2024-03-08,Datos Abiertos: OpenStreetMap y Licenciamiento de Datos en el Contexto Latinoamericano,,Conoce la importancia del licenciamiento de datos abiertos para su uso y manipulación en el contexto latinoamericano.,,,,False,6.262899,-75.577215,,SAGEMA YouthMappers,Medellín ,datos-abiertos-openstreetmap-y-licenciamiento-de-datos-en-el-contexto-latinoame,https://www.instagram.com/sagema_unal/,,
2024-03-07,Datos Espaciales Abiertos,,Que se acceda a los Datos Abiertos de una manera sencilla.,,,,False,-27.470098,-58.842076,,IDE_SUSTI-Corrientes,"Corrientes, Argentina",datos-espaciales-abiertos,https://github.com/GisSusti,,
2024-03-14,Datos&Posh Mujeres con datos,,"Presentar y compartir el conocimiento desde diversas áreas de trabajo y promover el uso de iniciativas digitales, democratizar la información digital, datos abiertos, tecnologías emergentes y mejores prácticas en apoyo a la cultura cívica digital.
Se realiza en un espacio y ambiente relajado e informal compartiendo con los asistentes durante el evento un destilado típico Chiapaneco elaborado de piloncillo y maíz llamado, Pox.",,,,False,16.68654,-92.59062,,LigaLAB,"Tuxtla Gutiérrez, Chiapas. La Terraza- Aguaje Tropical. Calle Central Nte. 393-3er Piso, Centro, 29000 ",datos-posh-mujeres-con-datos,https://www.ligalab.mx/datos-pox/,,
2024-03-05,Day of reflection on the impact of open data for sustainable development ,,This activity will allow authorities to use open data to strengthen local governance for sustainable development. ,,,,False,28.0,30.0,,LACLOCHE ,"Uvira, DRC SOUTH KIVU",day-of-reflection-on-the-impact-of-open-data-for-sustainable-development,https://www.lacloche.net,,
2024-03-16,Democracy Hackathon,,"A wide-ranging event which will include a number of challenges which include open data, wikidata etc",,,,False,57.148033,-2.101256,,Code The City,"Aberdeen, UK",democracy-hackathon,,,
2024-02-08,Detroit Open Data Day Challenge,,"We are asking participants to submit any image using our datasets (maps, infographics, etc.)",,,,False,42.332939,-83.047836,,City of Detroit Open Data Team ,Online Exhibit,detroit-open-data-day-challenge,https://app.smartsheet.com/b/form/265ccd750c834cd287233b53fca13ac3,,
2024-03-07,DetroitData: Neighborhood SDG Data Discovery,,,,,,False,42.356507,-83.070188,,DETROITography,Detroit,detroitdata-neighborhood-sdg-data-discovery,http://detroitography.com,,
2024-03-04,DIA DOS DADOS ABERTOS - Comunidades mapeando comunidades: Conexão Brasil-África,,Empower vulnerable communities in Brazil and Africa through the exchange of knowledge facilitated by open mapping data.,,,,False,-12.999688,-38.510472,,YouthMappers at UFBA,"Salvador, Bahia",dia-dos-dados-abertos-comunidades-mapeando-comunidades-conexao-brasil-africa,https://sites.google.com/view/diadosdadosabertos2024ufba/p%C3%A1gina-inicial,,
2024-03-09,Digitaliza Tu Sendero Maracay,,"Fotografiaremos los senderos de Maracay para luego subir todo ese material a WikiCommons y Google maps para hacer mas ""inteligente"" a la ciudad",,,,False,10.281205,-67.580577,,Centro Latinoamericano de Investigaciones Sobre Internet,Maracay - Venezuela,digitaliza-tu-sendero-maracay,http://digitalizate.clisi.org/,,
2024-03-08,Discover data.europa.eu: sneak peek at the official portal for European data,,"To celebrate the Open Data Day 2024, data.europa.eu - the official portal for European data managed by the Publications Office of the European Union - invites you to explore the basics of open data and learn how to use data.europa.eu. You will gain valuable insights into how open data can be helpful in you day-to-day life, how to unleash the potential of European open data or how to upgrade your digital skills with the data.europa academy, and much more!",,,,False,49.815273,6.129583,,Publications Office of the EU,"Luxembourg, online",discover-data-europa-eu-sneak-peek-at-the-official-portal-for-european-data,https://dataeuropaacademy.clickmeeting.com/webinar-discover-data-europa-eu-sneak-peek-at-the-official-portal-for-european-data-/register,,
2024-03-08,Discover data.europa.eu: sneak peek at the official portal for European data,,"In this webinar, we invite you to discover and explore data.europa.eu, a central point of access to European open data from international, European Union, national, regional, local and geodata portals.",,,,False,49.815273,6.129583,,data.europa.eu,Online,discover-data-europa-eu-sneak-peek-at-the-official-portal-for-european-data-2,https://data.europa.eu/en/news-events/events/discover-dataeuropaeu-sneak-peek-official-portal-european-data,,
2024-03-10,Dosafíos: Datatón FACH 2024,,"The objective is to articulate the development of concrete and innovative solutions that allow us to address climate change and mitigate its effects, using the tools and capabilities provided by computing and remote sensing, and whose results transcend the activity.",,,,False,-33.42628,-70.59115,,"Data Observatory (daniel.toledo@dataobservatory.net), Servicio Aerofotogramétrico de la Fuerza Aérea de Chile",Hybrid,dosafios-dataton-fach-2024,https://www.dosafios.cl/,,
2024-03-07,Día Mundial de Datos Abiertos 2024 Chile,,"Este encuentro es una oportunidad única para explorar y discutir el impacto y la importancia de los datos abiertos en nuestra sociedad. Contaremos con la participación de destacados expositores.
 Esperamos contar con su valiosa presencia en este evento, que sin duda será una excelente oportunidad para fortalecer nuestra comunidad de datos abiertos y fomentar la transparencia y la integridad pública",,,,False,-33.44314,-70.653764,,Comisión de Integridad Pública y Transparencia /Gobierno Digital / Abriendo Datos / FLACSO integridadytransparencia@minsegpres.gob.cl,Santiago de Chile,dia-mundial-de-datos-abiertos-2024-chile,https://forms.office.com/pages/responsepage.aspx?id=9Pm-56f34UilTg7XcZuQba6Qq-1u8L5CkZWSyMrVCd5UOExONDJLMTVSNUtQMjVGRzBYMEszSThITC4u,,
